,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Chest Bib,Sec Body Col,Rump Patch,Pri Rump Col,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Countershaded,Activity Cycle,Social Group Size,Dimorphism Magnitude,Mating System,Species Overlap,Head Dichromatism,Body Dichromatism
2205,Red Tree Vole,Rodentia,Cricetidae,Arborimus,Arborimus longicaudus,F3,A1,1,2,0,A1,0,F3,C2,C5,2,3,3,1,1,NA,NA,1,0,0
2206,Sonoma Tree Vole,Rodentia,Cricetidae,Arborimus,Arborimus pomo,F3,A1,1,2,0,A1,0,F3,E1,NA,0,1,3,1,NA,NA,NA,1,0,0
2207,Eurasian Water Vole,Rodentia,Cricetidae,Arvicola,Arvicola amphibius,F3,NA,0,1,0,NA,0,F3,E5,NA,0,1,0,4,3,NA,4,1,0,0
2208,Southern Water Vole,Rodentia,Cricetidae,Arvicola,Arvicola sapidus,F3,F5,3,2,0,NA,0,F5,F5,NA,0,1,0,4,NA,16.44,1,1,0,0
2209,Montane Water Vole,Rodentia,Cricetidae,Arvicola,Arvicola scherman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,0,1,1,0,0
2210,Bolivian Big-Eared Mouse,Rodentia,Cricetidae,Auliscomys,Auliscomys boliviensis,F2,A1,1,3,0,A1,0,F2,E1,A1,1,2,2,3,NA,0,NA,1,0,0
2211,Painted Big-Eared Mouse,Rodentia,Cricetidae,Auliscomys,Auliscomys pictus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,1,0,0
2212,Andean Big-Eared Mouse,Rodentia,Cricetidae,Auliscomys,Auliscomys sublimis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,1,0,0
2213,Southern Pygmy Mouse,Rodentia,Cricetidae,Baiomys,Baiomys musculus,E2,A1,1,2,0,A1,2,A1,1,C4,2,2,3,32,1,0,NA,1,0,0
2214,Northern Pygmy Mouse,Rodentia,Cricetidae,Baiomys,Baiomys taylori,D2,A1,3,3,0,A1,2,A1,1,NA,0,1,"1, 3",12,NA,0,1,1,0,0
2215,Chaco Crimson-Nosed Rat,Rodentia,Cricetidae,Bibimys,Bibimys chacoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2216,Large-Lipped Crimson-Nosed Rat,Rodentia,Cricetidae,Bibimys,Bibimys labiosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2217,Torres' Crimson-Nosed Rat,Rodentia,Cricetidae,Bibimys,Bibimys torresi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2218,Afghan Vole,Rodentia,Cricetidae,Blanfordimys,Blanfordimys afghanus,F2,A1,1,2,0,A1,0,F2,F2,A1,1,2,3,3,NA,NA,NA,0,0,0
2219,Bucharian Vole,Rodentia,Cricetidae,Blanfordimys,Blanfordimys bucharensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,0,0
2220,Juniper Vole,Rodentia,Cricetidae,Blanfordimys,Blanfordimys juldaschi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,1,0,0
2221,Brazilian Shrew Mouse,Rodentia,Cricetidae,Blarinomys,Blarinomys breviceps,E5,NA,0,1,0,NA,0,E5,E5,NA,0,1,0,3,1,NA,NA,0,0,0
2222,White-Nosed Akodont,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius albinasus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2223,Grey-Bellied Akodont,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius griserufescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2224,Guaraní Akodont,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius guarani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2225,Red-Bellied Akodont,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius igniventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2226,Ihering's Akodont,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius iheringi,F4,G2,1,2,0,G2,0,F4,1,NA,0,1,2,1,NA,0,NA,1,0,0
2227,Misiones Akodont,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius misionensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2228,Arroyo of Paradise Akodont,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius paradisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2229,Soricine Akodont,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius soricinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2230,Calaca's White-Tailed Mouse,Rodentia,Cricetidae,Calassomys,Calassomys apicalis,D1,D2,1,2,0,NA,3,D2,1,E2,2,3,0,1,NA,0,NA,0,0,0
2231,Bolivian Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys boliviae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,0,NA,1,0,0
2232,Crafty Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys callidus,E2,E1,1,3,0,E1,0,E2,E2,E1,2,2,"1, 3",1,NA,0,NA,1,0,0
2233,Large Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys callosus,F2,A1,3,3,0,A1,0,F2,1,NA,0,1,3,12,NA,0,NA,1,0,0
2234,Cerqueira's Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys cerqueirai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2235,Rejected Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys expulsus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2236,Fecund Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys fecundus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2237,Hummelinck's Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys hummelincki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2,0,0,0
2238,Small Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys laucha,F2,F4,3,3,0,A1,2,A1,1,NA,0,1,2,12,1,0,1,1,0,0
2239,Andean Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys lepidus,F2,A1,1,2,0,A1,2,A1,1,NA,0,1,"1, 3",1,NA,0,NA,1,0,0
2240,Drylands Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys musculinus,F3,NA,0,1,0,A1,2,A1,1,NA,0,1,3,12,1,0,2,1,0,0
2241,Peruvian Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys sorellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2242,Delicate Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys tener,F2,A1,1,2,0,A1,0,F4,1,A1,1,2,3,12,NA,0,NA,1,0,0
2243,Tocantins Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys tocantinsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2244,Córdoba Vesper Mouse,Rodentia,Cricetidae,Calomys,Calomys venustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,6,1,0,0
2245,Gansu Hamster,Rodentia,Cricetidae,Cansumys,Cansumys canus,F3,A1,3,3,0,A1,2,A1,F3,NA,0,1,2,NA,NA,0,NA,0,0,0
2246,Eva's Red-Backed Vole,Rodentia,Cricetidae,Caryomys,Caryomys eva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2247,Inez's Red-Backed Vole,Rodentia,Cricetidae,Caryomys,Caryomys inez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2248,Akroa Rice Rat,Rodentia,Cricetidae,Cerradomys,Cerradomys akroai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
2249,Goytaca Rice Rat,Rodentia,Cricetidae,Cerradomys,Cerradomys goytaca,F2,F3,3,4,0,F3,0,G2,C4,C2,1,2,"1, 3",1,NA,NA,NA,0,0,0
2250,Langguth's Rice Rat,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0
2251,Maracaju Rice Rat,Rodentia,Cricetidae,Cerradomys,Cerradomys maracajuensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
2252,Marinho's Rice Rat,Rodentia,Cricetidae,Cerradomys,Cerradomys marinhus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
2253,Lindbergh's Rice Rat,Rodentia,Cricetidae,Cerradomys,Cerradomys scotti,G3,G2,1,3,0,G2,0,G3,1,NA,0,1,"1, 3",NA,NA,NA,NA,1,0,0
2254,Terraced Rice Rat,Rodentia,Cricetidae,Cerradomys,Cerradomys subflavus,D2,F3,1,3,0,G2,0,F3,E4,NA,0,1,"1, 3",NA,NA,0,NA,1,0,0
2255,Vivo's Rice Rat,Rodentia,Cricetidae,Cerradomys,Cerradomys vivoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
2256,Magellanic Long-Clawed Mouse,Rodentia,Cricetidae,Chelemys,Chelemys delfini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2257,Andean Long-Clawed Mouse,Rodentia,Cricetidae,Chelemys,Chelemys macronyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA
2258,Large Long-Clawed Mouse,Rodentia,Cricetidae,Chelemys,Chelemys megalonyx,F3,A1,1,2,0,A1,0,F3,F3,NA,0,1,2,NA,1,0,NA,1,0,0
2259,Las Cajas Ichthyomyine,Rodentia,Cricetidae,Chibchanomys,Chibchanomys orcesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,0,0
2260,Chibchan Ichthyomyine,Rodentia,Cricetidae,Chibchanomys,Chibchanomys trichotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2261,Colombian Forest Mouse,Rodentia,Cricetidae,Chilomys,Chilomys instans,C3,NA,0,1,0,NA,0,C3,1,NA,0,1,0,1,1,0,NA,0,0,0
2262,Altiplano Chinchilla Mouse,Rodentia,Cricetidae,Chinchillula,Chinchillula sahamae,F4,A1,1,2,0,A1,2,A1,1,NA,0,1,2,1,NA,NA,NA,0,0,0
2263,Caucasian Snow Vole,Rodentia,Cricetidae,Chionomys,Chionomys gud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,0
2264,European Snow Vole,Rodentia,Cricetidae,Chionomys,Chionomys nivalis,F2,C1,1,2,0,C1,0,F2,1,NA,0,1,3,4,1,0,NA,1,0,0
2265,Robert's Snow Vole,Rodentia,Cricetidae,Chionomys,Chionomys roberti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2266,Ladakh Dwarf Hamster,Rodentia,Cricetidae,Cricetulus,Cricetulus alticola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,0,0
2267,Striped Dwarf Hamster,Rodentia,Cricetidae,Cricetulus,Cricetulus barabensis,E2,A1,3,3,0,A1,2,A1,1,NA,0,1,2,1,1,0,4,1,0,0
2268,Kam Dwarf Hamster,Rodentia,Cricetidae,Cricetulus,Cricetulus kamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,1,0,0
2269,Lama Dwarf Hamster,Rodentia,Cricetidae,Cricetulus,Cricetulus lama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2270,Long-Tailed Dwarf Hamster,Rodentia,Cricetidae,Cricetulus,Cricetulus longicaudatus,D2,NA,0,1,0,NA,3,F3,C4,1,1,2,0,1,NA,0,NA,1,0,0
2271,Grey Dwarf Hamster,Rodentia,Cricetidae,Cricetulus,Cricetulus migratorius,C1,A1,3,3,0,A1,2,A1,A1,NA,0,1,2,12,1,0,NA,1,0,0
2272,Sokolov's Dwarf Hamster,Rodentia,Cricetidae,Cricetulus,Cricetulus sokolovi,E1,A1,3,3,0,A1,2,A1,A1,D3,1,2,2,1,NA,0,NA,1,0,0
2273,Tibetan Dwarf Hamster,Rodentia,Cricetidae,Cricetulus,Cricetulus tibetanus,E1,A1,1,2,0,A1,2,A1,A1,NA,0,1,2,NA,NA,NA,NA,1,NA,NA
2274,Black-Bellied Hamster,Rodentia,Cricetidae,Cricetus,Cricetus cricetus,G3,A1,3,4,0,C5,0,F2,G2,NA,0,1,0,12,1,24,2,0,0,0
2275,Montane Atlantic Forest Rat,Rodentia,Cricetidae,Delomys,Delomys altimontanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2276,Hilly Atlantic Forest Rat,Rodentia,Cricetidae,Delomys,Delomys collinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2277,Striped Atlantic Forest Rat,Rodentia,Cricetidae,Delomys,Delomys dorsalis,F2,A1,3,3,0,A1,0,F2,C4,1,1,2,3,1,NA,0,NA,1,0,0
2278,Pallid Atlantic Forest Rat,Rodentia,Cricetidae,Delomys,Delomys sublineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,0
2279,Kemp's Grass Mouse,Rodentia,Cricetidae,Deltamys,Deltamys kempi,F5,A1,1,2,0,A1,2,A1,E5,NA,0,1,3,1,NA,NA,NA,0,0,0
2280,Northern Collared Lemming,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx groenlandicus,C1,G1,3,5,0,G2,2,A1,A1,NA,0,1,2,4,1,0,NA,1,0,0
2281,Ungava Collared Lemming,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx hudsonius,D2,D3,3,4,0,D2,0,D2,F4,NA,0,1,0,4,1,0,NA,0,0,0
2282,Nelson's Collared Lemming,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx nelsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,NA,0,0,0
2283,Ogilvie Mountains Collared Lemming,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx nunatakensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,0,0,0
2284,Richardson's Collared Lemming,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx richardsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,2,0,0,0
2285,Palearctic Collared Lemming,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx torquatus,C2,G2,3,3,1,G1,0,C2,C5,C2,1,2,1,4,2,0,NA,0,0,0
2286,Umnak Island Collared Lemming,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx unalascensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,0,0,0
2287,Wrangel Island Collared Lemming,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx vinogradovi,C2,A1,3,4,0,A1,0,F3,A1,NA,0,1,2,NA,1,NA,NA,1,NA,NA
2288,Martino's Snow Vole,Rodentia,Cricetidae,Dinaromys,Dinaromys bogdanovi,C2,C4,1,3,0,A1,0,C3,A1,E5,1,2,2,1,1,0,NA,0,0,0
2289,White-Throated Montane Forest Rat,Rodentia,Cricetidae,Drymoreomys,Drymoreomys albimaculatus,F3,A1,3,3,0,A1,2,A1,1,NA,0,1,"1, 2",1,NA,0,NA,0,0,0
2290,Bolson Gerbil Mouse,Rodentia,Cricetidae,Eligmodontia,Eligmodontia bolsonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2291,Dune Gerbil Mouse,Rodentia,Cricetidae,Eligmodontia,Eligmodontia dunaris,D2,A1,1,2,0,A1,2,A1,1,NA,0,1,2,NA,NA,0,NA,0,0,0
2292,Hairy-Footed Gerbil Mouse,Rodentia,Cricetidae,Eligmodontia,Eligmodontia hirtipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2293,Monte Gerbil Mouse,Rodentia,Cricetidae,Eligmodontia,Eligmodontia moreni,D2,E1,1,3,0,A1,0,E1,E2,NA,0,1,"1, 2",1,NA,0,NA,1,0,0
2294,Morgan's Gerbil Mouse,Rodentia,Cricetidae,Eligmodontia,Eligmodontia morgani,F2,A1,1,2,0,A1,0,E2,1,NA,0,1,2,1,NA,0,NA,1,0,0
2295,Andean Gerbil Mouse,Rodentia,Cricetidae,Eligmodontia,Eligmodontia puerulus,F1,A1,1,2,0,A1,0,F1,1,NA,0,1,2,1,NA,0,NA,1,0,0
2296,Lowland Gerbil Mouse,Rodentia,Cricetidae,Eligmodontia,Eligmodontia typus,F2,D2,1,3,0,A1,0,D2,1,NA,0,1,2,1,NA,0,NA,1,0,0
2297,Alai Mole Vole,Rodentia,Cricetidae,Ellobius,Ellobius alaicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0
2298,Southern Mole Vole,Rodentia,Cricetidae,Ellobius,Ellobius fuscocapillus,F1,D5,3,4,0,G2,0,F1,A1,NA,0,1,2,12,NA,-45.26,NA,1,0,0
2299,Transcaucasian Mole Vole,Rodentia,Cricetidae,Ellobius,Ellobius lutescens,F4,G1,3,3,0,G1,0,G1,F3,NA,0,1,2,4,3,0,NA,0,0,0
2300,Northern Mole Vole,Rodentia,Cricetidae,Ellobius,Ellobius talpinus,D5,F3,1,3,0,C1,0,E2,E2,NA,0,1,3,4,2,0,1,1,0,0
2301,Zaysan Mole Vole,Rodentia,Cricetidae,Ellobius,Ellobius tancrei,F5,F1,3,4,0,F1,0,F3,F3,NA,0,1,1,4,2,NA,NA,1,0,0
2302,Yellow Steppe Lemming,Rodentia,Cricetidae,Eolagurus,Eolagurus luteus,G1,D2,3,4,1,G1,0,D2,A1,NA,0,1,1,4,3,0,1,0,0,0
2303,Przewalski's Steppe Lemming,Rodentia,Cricetidae,Eolagurus,Eolagurus przewalskii,F1,D2,3,3,0,F1,0,D2,A1,NA,0,1,1,12,NA,0,NA,0,0,0
2304,Kachin Red-Backed Vole,Rodentia,Cricetidae,Eothenomys,Eothenomys cachinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2305,Sichuan Red-Backed Vole,Rodentia,Cricetidae,Eothenomys,Eothenomys chinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2306,Southwest China Red-Backed Vole,Rodentia,Cricetidae,Eothenomys,Eothenomys custos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2307,Père David's Red-Backed Vole,Rodentia,Cricetidae,Eothenomys,Eothenomys melanogaster,F5,NA,0,1,0,D4,0,F5,D5,NA,0,1,1,NA,NA,0,NA,1,0,0
2308,Yunnan Red-Backed Vole,Rodentia,Cricetidae,Eothenomys,Eothenomys miletus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2309,Black-Eared Red-Backed Vole,Rodentia,Cricetidae,Eothenomys,Eothenomys olitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2310,Yulongxuen Red-Backed Vole,Rodentia,Cricetidae,Eothenomys,Eothenomys proditor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2311,Ward's Red-Backed Vole,Rodentia,Cricetidae,Eothenomys,Eothenomys wardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2312,Grey Rice Rat,Rodentia,Cricetidae,Eremoryzomys,Eremoryzomys polius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2313,Patagonian Chinchilla Mouse,Rodentia,Cricetidae,Euneomys,Euneomys chinchilloides,F2,G1,3,5,0,F1,0,F2,A1,F4,1,2,2,1,NA,0,NA,0,0,0
2314,Burrowing Chinchilla Mouse,Rodentia,Cricetidae,Euneomys,Euneomys fossor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2315,Biting Chinchilla Mouse,Rodentia,Cricetidae,Euneomys,Euneomys mordax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2316,Peterson's Chinchilla Mouse,Rodentia,Cricetidae,Euneomys,Euneomys petersoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2317,Emmons' Rice Rat,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys emmonsae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
2318,Monster Rice Rat,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys lamia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2319,Big-Headed Rice Rat,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys legatus,F3,A1,1,2,0,A1,0,F2,E3,NA,0,1,3,NA,NA,0,NA,1,0,0
2320,McConnell's Rice Rat,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys macconnelli,G2,A1,3,3,0,F4,0,G2,1,NA,0,1,"1, 3",1,1,0,NA,1,0,0
2321,Elegant Rice Rat,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys nitidus,F4,F2,3,3,0,F2,0,F4,F4,A1,1,2,"1, 3",1,1,0,NA,1,0,0
2322,Russet Rice Rat,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys russatus,G2,F2,3,3,0,G2,0,G2,E3,1,1,2,"1, 3",1,1,0,NA,0,0,0
2323,Garlepp's Mouse,Rodentia,Cricetidae,Galenomys,Galenomys garleppi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
2324,Long-Clawed Mole Mouse,Rodentia,Cricetidae,Geoxus,Geoxus valdivianus,F5,C3,1,2,0,C3,2,C3,E4,NA,0,1,3,4,NA,0,NA,0,0,0
2325,Central Leaf-Eared Mouse,Rodentia,Cricetidae,Graomys,Graomys centralis,F2,A1,1,2,0,A1,2,A1,A1,F4,1,2,3,1,NA,0,NA,1,0,0
2326,Pale Leaf-Eared Mouse,Rodentia,Cricetidae,Graomys,Graomys domorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2327,Edith's Leaf-Eared Mouse,Rodentia,Cricetidae,Graomys,Graomys edithae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
2328,Grey Leaf-Eared Mouse,Rodentia,Cricetidae,Graomys,Graomys griseoflavus,D2,A1,3,3,0,A1,2,A1,E4,NA,0,1,"1, 3",1,1,0,NA,1,0,0
2329,Chinanteco Deermouse,Rodentia,Cricetidae,Habromys,Habromys chinanteco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2330,Delicate Deermouse,Rodentia,Cricetidae,Habromys,Habromys delicatulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2331,Ixtlán Deermouse,Rodentia,Cricetidae,Habromys,Habromys ixtlani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2332,Zempoaltepec Deermouse,Rodentia,Cricetidae,Habromys,Habromys lepturus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2333,Crested-Tailed Deermouse,Rodentia,Cricetidae,Habromys,Habromys lophurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2334,Schmidly's Deermouse,Rodentia,Cricetidae,Habromys,Habromys schmidlyi,F2,A1,1,2,0,A1,0,F2,F4,NA,0,1,"1, 3",1,NA,0,NA,0,0,0
2335,Xico Deermouse,Rodentia,Cricetidae,Habromys,Habromys simulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0
2336,Alfaro's Rice Rat,Rodentia,Cricetidae,Handleyomys,Handleyomys alfaroi,F3,A1,1,2,0,G2,0,F3,1,NA,0,1,"1, 3",1,1,0,NA,1,0,0
2337,Chapman's Rice Rat,Rodentia,Cricetidae,Handleyomys,Handleyomys chapmani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,0
2338,Montane Rice Rat,Rodentia,Cricetidae,Handleyomys,Handleyomys fuscatus,F5,A1,3,3,0,A1,0,F4,C4,NA,0,1,2,1,NA,0,NA,1,0,0
2339,Guerrero Rice Rat,Rodentia,Cricetidae,Handleyomys,Handleyomys guerrerensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0
2340,Colombian Rice Rat,Rodentia,Cricetidae,Handleyomys,Handleyomys intectus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
2341,Black-Eared Rice Rat,Rodentia,Cricetidae,Handleyomys,Handleyomys melanotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,0
2342,Striped Rice Rat,Rodentia,Cricetidae,Handleyomys,Handleyomys rhabdops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,0
2343,Long-Nosed Rice Rat,Rodentia,Cricetidae,Handleyomys,Handleyomys rostratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,0
